Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR948,NA,,"COOLGAS, INC.","COOLGAS, INC.",Coolgas US ODS Project 2,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green, Ohio",OHIO,US,,,,163884,01/31/2012,04/17/2012,View,View,
CAR1151,CALS5151,,"Gallo Cattle Company, a Limited Partnership","Gallo Cattle Company, a Limited Partnership",Cottonwood Dairy Livestock Gas Capture Project,"Gallo Cattle Company, A  Limited Partnership","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"Atwater, Merced County",CALIFORNIA,US,,,,70542,02/25/2015,12/21/2016,View,View,
CAR393,NA,,Grey K Trading Limited,Grey K Trading Limited,Cottonwood Dairy Livestock Gas Capture Project,,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Merced County,CALIFORNIA,US,,,"Redesginated as a Livestock Project (previously OWD). See CAR578 for 2008, 2009 reporting periods.",49522,08/05/2008,06/22/2009,View,View,
CAR578,NA,,Grey K Trading Limited,Grey K Trading Limited,Cottonwood Dairy Organic Waste Digestion Project,,,"First Environment, Inc.",Organic Waste Digestion,Completed,Not ARB Eligible,"Atwater, Merced County,",CALIFORNIA,US,,,Redesginated as a Livestock Project (previously OWD). See CAR393.,44457,01/21/2010,03/21/2011,View,View,
CAR813,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Coyne Farms,Environmental Credit Corp.,N/A,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Livingston County, Avon, New York",NEW YORK,US,,,,2314,04/19/2011,08/02/2012,View,View,
CAR1114,CAFR5114,,Sierra Pacific Industries,Sierra Pacific Industries,Crane Valley,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,In Butte and Plumas Counties north east of Chico,CALIFORNIA,US,,,,356040,02/13/2015,03/23/2017,View,View,
CAR1620,NA,,WM Renewable Energy LLC,WM Renewable Energy LLC,Crossroads Eco Center Landfill/Caldwell Landfill,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,Morristown,INDIANA,US,,,,,11/09/2022,,View,View,
CAR503,NA,,Crow Wing County Solid Waste Management,Crow Wing County Solid Waste Management,Crow Wing County Landfill Gas Collection System,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Crow Wing County,MINNESOTA,US,,,,110612,10/16/2009,06/09/2010,View,View,
CAR1076,CALS5074,,"CSE Operating I, LLC","CSE Operating I, LLC",CSE Arizona Facility,"CSE Operating I, LLC",None,,Livestock - ARB Compliance,Completed,,"Buckeye, Arizona",ARIZONA,US,,,,105788,07/01/2014,03/23/2015,View,View,
CAR799,NA,,"CSE Operating I, LLC","CSE Operating I, LLC",CSE AZ Facility I,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Maricopa County,ARIZONA,US,,,,21814,01/20/2011,05/05/2012,View,View,
CAR994,NA,,Dairy Dreams LLC,Dairy Dreams LLC,Dairy Dreams,"Dairy Dreams, LLC",none,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Casco,WISCONSIN,US,,,,65502,06/03/2013,02/19/2014,View,View,
CAR1097,CALS5109,,"3Degrees Group, Inc","3Degrees Group, Inc",Dairy Dreams Methane Reduction Project,"Dairy Dreams, LLC","3Degrees Group, Inc",,Livestock - ARB Compliance,Registered,Active ARB Project,Near Green Bay,WISCONSIN,US,,,,67385,01/22/2015,02/24/2016,View,View,
CAR969,CALS5021,,"WTE-Dairyland, LLC","WTE-Dairyland, LLC",Dairyland Digester,"WTE - Dairyland, LLC",None,,Livestock - ARB Compliance,Completed,,New Franken near Green Bay,WISCONSIN,US,,,,228947,08/12/2013,03/11/2015,View,View,
CAR466,NA,,Dalton-Whitfield Regional Solid Waste Management Authority,Dalton-Whitfield Regional Solid Waste Management Authority,Dalton-Whitfield Landfill Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Whitfield County,GEORGIA,US,,,,343251,07/09/2009,07/28/2010,View,View,www.dwswa.org
CAR468,NA,,"Davidson Gas Producers, LLC","Davidson Gas Producers, LLC",Davidson County Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Davidson County, Lexington, NC",NORTH CAROLINA,US,,,,233261,06/25/2009,01/08/2010,View,View,www.dtebe.com
CAR473,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Davis Landfill Gas Offset Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Layton, Utah",UTAH,US,,,,703655,07/30/2019,07/24/2019,View,View,www.wasatchintegrated.org
CAR1403,CAFR6403,,Sierra Pacific Industries,Sierra Pacific Industries,Deadwood,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Shasta and Trinity Counties,CALIFORNIA,US,,,,,08/17/2020,,View,View,
CAR982,CALS5020,,"U.S. Venture, Inc.","U.S. Venture, Inc.",Deer Run Digester,"U.S. Venture, Inc.",None,,Livestock - ARB Compliance,Completed,Terminated,Kewaunee County,WISCONSIN,US,,,,51053,08/12/2013,03/18/2015,View,View,www.energysystemsgroup.com
CAR1127,CALS5127,,"Camco Offsets I, LLC","Camco Offsets I, LLC",District 45 Dairy,"Riverview, LLP","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Hancock,MINNESOTA,US,,,,59593,02/04/2015,03/17/2016,View,View,
CAR775,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",District 45 Dairy,"Camco International Group, Inc.",N/A,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Hancock, Minnesota",MINNESOTA,US,,,,57676,09/09/2010,03/01/2012,View,View,
CAR956,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Double A Dairy,"Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Lincoln County, ID",IDAHO,US,,,,131435,04/17/2012,06/20/2013,View,View,
CAR975,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #10,"Diversified Pure Chem, LLC",N/A,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,31701,10/26/2012,01/30/2013,View,View,www.divpc.com
CAR981,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #11,"Diversified Pure Chem, LLC",N/A,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,80612,11/21/2012,01/19/2013,View,View,www.divpc.com
CAR1003,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #13,"Diversified Pure Chem, LLC",none,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,53490,05/31/2013,08/14/2013,View,View,www.divpc.com
CAR1012,CAOD5022,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #14,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,El Dorado,ARKANSAS,US,,,,23276,09/11/2013,01/21/2014,View,View,www.divpc.com
CAR1016,CAOD5024,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #15,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,El Dorado,ARKANSAS,US,,,,46275,10/15/2013,01/30/2014,View,View,www.divpc.com
CAR1025,CAOD5026,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #16,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,El Dorado,ARKANSAS,US,,,,24874,11/06/2013,03/28/2014,View,View,www.divpc.com
CAR1047,CAOD5036,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #17,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,El Dorado,ARKANSAS,US,,,,30587,01/16/2014,12/15/2014,View,View,www.divpc.com
CAR1059,CAOD5050,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #19,"Diversified Pure Chem, LL",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,El Dorado,ARKANSAS,US,,,,99696,03/04/2014,01/06/2015,View,View,www.divpc.com
CAR1071,CAOD5066,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #20,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,"El Dorado, Arkansas",ARKANSAS,US,,,,17848,06/03/2014,02/10/2015,View,View,www.divpc.com
CAR1087,CAOD5078,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #21,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,"Bowling Green, Ohio",OHIO,US,,,,128161,07/22/2014,07/15/2015,View,View,www.divpc.com
CAR1172,CAOD5190,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #22,"Diversified Pure Chem, LLC",None,"SES, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Bowling Green,OHIO,US,,,,130995,05/20/2015,10/15/2015,View,View,www.divpc.com
CAR1234,CAOD5334,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #23,"Diversified Pure Chem, LLC",None,"SES, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Heritage Thermal Services,OHIO,US,,,,22548,05/19/2016,09/26/2016,View,View,www.divpc.com
CAR1241,CAOD5341,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #24,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,Bowling Green,OHIO,US,,,,,09/15/2016,,View,View,www.divpc.com
CAR1235,CAOD5335,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #25,"Diversfied Pure Chem, LLC",None,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Bowling Green,OHIO,US,,,,101950,04/28/2016,08/30/2016,View,View,www.divpc.com
CAR1244,CAOD5288,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #26,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Bowling Green,OHIO,US,,,,110990,09/27/2016,10/24/2017,View,View,www.divpc.com
CAR1243,CAOD5287,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #27,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Heritage Thermal Services,OHIO,US,,,,54382,09/22/2016,03/02/2017,View,View,www.divpc.com
CAR1251,CAOD5321,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #28,Diversified Pure Chem LLC.,none,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Heritage Thermal Services,OHIO,US,,,,55471,01/20/2017,06/06/2017,View,View,www.divpc.com
CAR1272,CAOD5372,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #30,"Diversified Pure Chem, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,Heritage Thermal Services,OHIO,US,,,,51298,08/01/2017,12/20/2017,View,View,www.divpc.com
CAR960,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #8,"Diversified Pure Chem, LLC",,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,46511,06/07/2012,08/08/2012,View,View,http://divpc.com/
CAR972,NA,,"Diversified Pure Chem, LLC","Diversified Pure Chem, LLC",DPC Domestic ODS Destruction Project #9,"Diversified Pure Chem, LLC",N/A,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,34107,08/21/2012,11/21/2012,View,View,http://divpc.com/
CAR1091,CAFR5086,,Sierra Pacific Industries,Sierra Pacific Industries,Dry Burney,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Shasta County,CALIFORNIA,US,,,,,08/06/2014,,View,View,
CAR785,NA,,Dubuque Metropolitan Area Solid Waste Agency,Dubuque Metropolitan Area Solid Waste Agency,Dubuque Metropolitan Sanitary Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"City of Dubuque, Iowa",IOWA,US,,,,244748,12/30/2010,04/17/2012,View,View,
CAR893,NA,,Duke University,Duke University,Duke Carbon Offsets Initiative - Loyd Ray Farms,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Yadkin County, North Carolina",NORTH CAROLINA,US,,,,5586,09/23/2011,01/10/2013,View,View,https://sustainability.duke.edu/offsets
CAR476,NA,,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Eagle Point Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Ball Ground, Forsythe County, Georgia",GEORGIA,US,,,,1420671,07/23/2009,04/07/2010,View,View,
CAR451,NA,,East Central Solid Waste Commission,East Central Solid Waste Commission,East Central Sanitary Landfill Voluntary GCCS,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Mora,MINNESOTA,US,,,,166428,06/12/2009,08/23/2014,View,View,www.ecswc.cog.mn.us
CAR1029,CAOD5033,,Environmental Credit Corp.,21st Century Fox,ECC ODS Destruction 11-2013,Environmental Credit Corp.,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,"El Dorado, AR",ARKANSAS,US,,,,113438,12/11/2013,12/05/2014,View,View,www.envcc.com
CAR1068,CAOD5059,,Environmental Credit Corp.,Environmental Credit Corp.,ECC ODS Destruction 2-2014,Environmental Credit Corp.,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,El Dorado,ARKANSAS,US,,,,126314,04/25/2014,02/23/2015,View,View,www.envcc.com
CAR786,NA,,Environmental Credit Corp.,Environmental Credit Corp.,ECC-ODS-CA-002,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"El Dorado, Arkansas",ARKANSAS,US,,,Reporting period ended 12/2011. Project completed.,187951,12/20/2010,04/07/2011,View,View,
CAR784,NA,,Environmental Credit Corp.,Environmental Credit Corp.,ECC-ODS-PA-001,Environmental Credit Corp.,N/A,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,Reporting period ended 11/2011. Project completed.,310672,11/04/2010,04/07/2011,View,View,
CAR947,NA,,Environmental Credit Corp.,Environmental Credit Corp.,ECC-PA-ODS-003,Environmental Credit Corp.,N/A,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,352581,12/14/2011,02/17/2012,View,View,www.envcc.com
CAR980,NA,,"Camco International Group, Inc.","Camco International Group, Inc.","Edaleen Cow Power, LLC","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Lynden, WA",WASHINGTON,US,,,,17053,12/03/2012,01/14/2014,View,View,
CAR1576,NA,CARC1575,Bioforestal Innovación Sustentable S.C.,EJIDO 18 DE MARZO,Ejido 18 de Marzo,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Bacalar, Quintana Roo",QUINTANA ROO,MX,,,,,04/22/2022,,View,View,
CAR1542,NA,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Atopixco,Ejido Atopixco,,,,Forestry - MX,Registered,Not ARB Eligible,"Zacualtipán de Ángeles, Hidalgo, México",HIDALGO,MX,,,,5625,01/27/2022,07/14/2022,View,View,
CAR1659,NA,CARC1665,Bioforestal Innovación Sustentable S.C.,Ejido Basaseachi,Ejido Basaseachi,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Basaseachi, Ocampo",CHIHUAHUA,MX,,,,,11/16/2022,,View,View,
CAR1577,NA,CARC1575,Bioforestal Innovación Sustentable S.C.,EJIDO CHUNHUHUB,Ejido Chunhuhub,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Felipe Carrillo Puerto, Quintana Roo",QUINTANA ROO,MX,,,,,04/22/2022,,View,View,
CAR1435,NA,CARC1431,SENDAS AC,Ejido Coatitila,Ejido Coatitila,,,,Forestry - MX,Registered,Not ARB Eligible,Xico,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,3569,07/22/2020,03/31/2021,View,View,
CAR1658,NA,CARC1656,BRET Consultores,BRET Consultores,Ejido Conoachi y Anexos,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Conoachi y Anexos, Temosachic",CHIHUAHUA,MX,,,CAR1658 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,,11/16/2022,,View,View,
CAR1437,NA,CARC1431,SENDAS AC,Ejido El Agua de Los Pescados y sus Anexos,Ejido El Agua de Los Pescados y sus Anexos,,,,Forestry - MX,Registered,Not ARB Eligible,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,1051,07/22/2020,04/01/2021,View,View,
CAR1565,NA,,ALVARO RENE RIVERA JARAMILLO,Ejido Chavarría Nuevo,Ejido Forestal Chavarria Nuevo,,,THEEARTHLAB S.A de C.V,Forestry - MX,Registered,Not ARB Eligible,"Municipio de Puebblo Nuevo, Durango",DURANGO,MX,,,,16002,04/01/2022,10/13/2022,View,View,
CAR1392,NA,,ALVARO RENE RIVERA JARAMILLO,LOS BANCOS,Ejido forestal Los Bancos,,,THEEARTHLAB S.A de C.V,Forestry - MX,Registered,Not ARB Eligible,"localidad de los bancos, municipio de Pueblo Nuevo, Durango, México",DURANGO,MX,,,,44541,01/10/2020,09/01/2020,View,View,www.agesamex.com
CAR1608,NA,CARC1605,Bioforestal Innovación Sustentable S.C.,EJIDO GAVILANES,Ejido Gavilanes,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,,,,08/15/2022,,View,View,
CAR1661,NA,CARC1656,BRET Consultores,BRET Consultores,Ejido Heredia y Anexos,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Ejido Heredia, Guerrero",CHIHUAHUA,MX,,,CAR1661 is under CARC1665. CARC1656 is a temporary aggregate. See project documents for details.,,11/16/2022,,View,View,
CAR1566,NA,,Toroto SAPI de CV,Ejido Kilómetro 120,Ejido KM 120,,,,Forestry - MX,Registered,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,40194,06/01/2022,09/13/2022,View,View,www.toroto.mx/en/projects
CAR1433,NA,CARC1431,SENDAS AC,Ejido La Libertad,Ejido La Libertad,,,,Forestry - MX,Registered,Not ARB Eligible,Perote,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,5326,07/22/2020,04/01/2021,View,View,
CAR1545,NA,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido La Selva,Ejido La Selva,,,,Forestry - MX,Registered,Not ARB Eligible,"Huayacocotla, Veracruz, México",VERACRUZ,MX,,,,30696,01/27/2022,07/11/2022,View,View,
CAR1594,NA,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO LAS MILPAS Y ANEXOS,EJIDO LAS MILPAS Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,09/28/2022,,View,View,
CAR1499,NA,CARC1431,SENDAS AC,EJIDO LAS VIGAS,Ejido Las Vigas,,,,Forestry - MX,Registered,Not ARB Eligible,"Domicilio conocido, Las Vigas",VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action,,8965,07/01/2021,05/18/2022,View,View,
CAR1543,NA,CARC1541,Bioforestal Innovación Sustentable S.C.,Ejido Malila,Ejido Malila,,,,Forestry - MX,Registered,Not ARB Eligible,"Molango de Escamilla, Hidalgo, México",HIDALGO,MX,,,,1048,01/27/2022,07/11/2022,View,View,
CAR1596,NA,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",EJIDO OSOS BRAVOS Y ANEXOS,EJIDO OSOS BRAVOS Y ANEXOS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TAMAZULA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,09/28/2022,,View,View,
CAR1607,NA,CARC1605,Bioforestal Innovación Sustentable S.C.,EJIDO PIEDRAS NEGRAS,Ejido Piedras Negras,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,,,,08/15/2022,,View,View,
CAR1606,NA,CARC1605,Bioforestal Innovación Sustentable S.C.,Ejido Pozo Pirata,Ejido Pozo Pirata,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"José María Morelos, Quintana Roo, México",QUINTANA ROO,MX,,,,,08/15/2022,,View,View,
CAR1497,NA,CARC1502,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",Ejido El Salto de Camellones,Ejido Salto de Camellones,,,,Forestry - MX,Registered,Not ARB Eligible,Santiago Papasquiaro,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,35095,07/14/2021,05/06/2022,View,View,
